item_code,description,vendor,Consumable or not,
C70816,MBADR2D ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70817,MBADR2E ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70818,MBADR2F ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70819,MBADR30 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70820,MBADR31 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70821,MBADR32 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70822,MBADR33 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70823,MBADR34 ADDITIONAL WIRING CONNECTOR,NSN,1,
C70824,MBADR35 ADDITIONAL WIRING CONNECTOR,NSN,1,
C70825,MBADR36 ADDITIONAL WIRING CONNECTOR,NSN,1,
C70826,MBADR37 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70829,MBADR3A ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70830,MBADR3B ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70831,MBADR3C ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70832,MBADR3D ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70833,MBADR3E ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70834,MBADR3F ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70835,MBADR40 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70836,MBADR41 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70837,MBADR42 ADDITIONAL WIRING CONNECTOR,NSN,1,
C70838,MBADR43 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70839,MBADR44 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70840,MBADR45 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70841,MBADR46 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70842,MBADR47 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70843,MBADR48 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70844,MBADR49 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70845,MBADR4A ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70846,MBADR4B ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70847,MBADR4C ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70848,MBADR4D ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70849,MBADR4E ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70850,MBADR4F ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70851,MBADR50 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70852,MBADR51 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70853,MBADR52 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70854,MBADR53 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70855,MBADR54 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70856,MBADR55 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70857,MBADR56 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70858,MBADR57 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70859,MBADR58 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70860,MBADR59 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70861,MBADR5A ADDITIONAL WIRING CONNECTOR,NSN,1,
C70862,MBADR5B ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70863,MBADR5C ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70864,MBADR5D ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70865,MBADR5E ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70866,MBADR5F ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70867,MBADR60 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70868,MBADR61 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70869,MBADR62 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70870,MBADR63 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70871,MBADR64 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70872,MBADR65 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70873,MBADR66 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70874,MBADR67 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70875,MBADR68 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70876,MBADR69 ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70877,MBADR6A ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70878,MBADR6B ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70879,MBADR6C ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70880,MBADR6D ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70881,MBADR6E ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70882,MBADR6F ADDITIONAL WIRING CONNECTOR,NOKIA,1,
C70909,DRH209 RIGHT HAND SIDE DOOR FOR IC209,NSN,1,
C70912,CFI030 INTERMEDIATE CABLE,NOKIA,1,
C70914,CLV012 DISK DRIVE UNIT CABLE,DX 200 CABLES,1,
C70921,EMCGF EMC GASKET FRAME,,1,
C70922,D203 DOOR FOR INDOOR CABINET IC203,NSN,1,
C70924,DLH209 LEFT HAND SIDE DOOR FOR IC209,NSN,1,
C70962N001,"FIST-OCDS1D1292E2-RS-DE04, E2000HRL",,1,
C70990,DLDF DUAL LINE DC FILTER,NSN,1,
C71010,SBCON1A SWCOP-A BUS CONNECTOR BOARD 1,NOKIA,0,
C71014,CGP030 Intermediate Cable,,1,
C71015,CGP040 Intermediate Cable,,1,
C71016,CGP050 Intermediate Cable,,1,
C71017,CGP060 INTERMEDIATE CABLE,NOKIA,1,
C71018,CGP080 INTERMEDIATE CABLE,NOKIA,1,
C71019,CGP090 Intermediate Cable,,1,
C71020,SBCON4A SWCOP-A BUS CONNECTOR BOARD 4,NSN,1,
C71021,CGP100 INTERMEDIATE CABLE,NOKIA,1,
C71022,CGP110 Intermediate Cable,,1,
C71023,CGP120 INTERMEDIATE CABLE,NOKIA,1,
C71053,CLV025C DISK DRIVE UNIT CABLE,DX 200 CABLES,1,
C71059,CEA104 INTERMEDIATE CABLE,NOKIA,1,
C71063,CGB050 INTERMEDIATE CABLE,NOKIA,1,
C71073,CKO030 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71074,CKP030 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71080,EC2T ECHO CANCELLER (2 PCM),NSN,1,
C71114,CTESAC1 CABLE INSTALLATION SET,DX 200 CABLES,1,
C71134,LPT130 LINE PRINTER CABLE,NSN,1,
C71155,CEC003 INTERMEDIATE CABLE,NOKIA,1,
C71156,CEC013 INTERMEDIATE CABLE,NOKIA,1,
C71166,CLRS350 Peripheral Device Cable,,1,
C71194,CEC012 INTERMEDIATE CABLE,NOKIA,1,
C71211,CC082 CABLE CONDUIT,,1,
C71220,PSCG3 POWER SUPPLY CONNECTOR GROUP 3,NOKIA,1,
C71225,CGP022 Intermediate Cable,,1,
C71226,CGP024 Intermediate Cable,,1,
C71227,CGP026 Intermediate Cable,,1,
C71228,CGP028 Intermediate Cable,,1,
C71240,DIAA-S DISPATCHER INTERFACE AUDIO ADAPTE,,1,
C71247,CHA007 INTERMEDIATE CABLE,NOKIA,1,
C71249,CHA009 INTERMEDIATE CABLE,NOKIA,1,
C71250,DIAC-S DISPATCHER INTERFACE AUDIO CONTRO,,1,
C71251,CHA011 INTERMEDIATE CABLE,NOKIA,1,
C71252,CHA012 INTERMEDIATE CABLE,NOKIA,1,
C71253,CHA013 INTERMEDIATE CABLE,NOKIA,1,
C71254,CHA014 INTERMEDIATE CABLE,NOKIA,1,
C71255,CHA015 INTERMEDIATE CABLE,NOKIA,1,
C71256,CHA016 INTERMEDIATE CABLE,NOKIA,1,
C71257,CHA017 INTERMEDIATE CABLE,NOKIA,1,
C71258,CHA018 INTERMEDIATE CABLE,NOKIA,1,
C71259,CHA019 INTERMEDIATE CABLE,NOKIA,1,
C71261,CHA021 INTERMEDIATE CABLE,NOKIA,1,
C71262,CHA022 INTERMEDIATE CABLE,NOKIA,1,
C71263,CHA023 INTERMEDIATE CABLE,NOKIA,1,
C71264,CHA024 INTERMEDIATE CABLE,NOKIA,1,
C71265,CHA025 INTERMEDIATE CABLE,NOKIA,1,
C71266,CHA026 INTERMEDIATE CABLE,NOKIA,1,
C71267,CHA027 INTERMEDIATE CABLE,NOKIA,1,
C71268,CHA028 INTERMEDIATE CABLE,NOKIA,1,
C71269,CHA029 INTERMEDIATE CABLE,NOKIA,1,
C71271,CHA030 INTERMEDIATE CABLE,NOKIA,1,
C71272,CHA031 INTERMEDIATE CABLE,NOKIA,1,
C71273,CHA032 INTERMEDIATE CABLE,NOKIA,1,
C71274,CHA033 INTERMEDIATE CABLE,NOKIA,1,
C71275,CHA034 INTERMEDIATE CABLE,NOKIA,1,
C71277,CHA036 INTERMEDIATE CABLE,NOKIA,1,
C71278,CHA037 INTERMEDIATE CABLE,NOKIA,1,
C71279,CHA038 INTERMEDIATE CABLE,NOKIA,1,
C71281,CHA039 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71282,CHA041 INTERMEDIATE CABLE,NOKIA,1,
C71283,CHA042 INTERMEDIATE CABLE,NOKIA,1,
C71284,CHA043 INTERMEDIATE CABLE,NOKIA,1,
C71285,CHA044 INTERMEDIATE CABLE,NOKIA,1,
C71286,CHA045 INTERMEDIATE CABLE,NOKIA,1,
C71287,CHA046 INTERMEDIATE CABLE,NOKIA,1,
C71288,CHA048 INTERMEDIATE CABLE,NOKIA,1,
C71289,CHA050 INTERMEDIATE CABLE,NOKIA,1,
C71291,CHA052 INTERMEDIATE CABLE,NOKIA,1,
C71292,CHA054 INTERMEDIATE CABLE,NOKIA,1,
C71293,CHA056 INTERMEDIATE CABLE,NOKIA,1,
C71294,CHA058 INTERMEDIATE CABLE,NOKIA,1,
C71295,CHA062 INTERMEDIATE CABLE,NOKIA,1,
C71296,CHA064 INTERMEDIATE CABLE,NOKIA,1,
C71297,CHA066 INTERMEDIATE CABLE,NOKIA,1,
C71298,CHA068 INTERMEDIATE CABLE,NOKIA,1,
C71299,CHA070 INTERMEDIATE CABLE,NOKIA,1,
C71301,CHA072 INTERMEDIATE CABLE,NOKIA,1,
C71302,CHA074 INTERMEDIATE CABLE,NOKIA,1,
C71303,CHA076 INTERMEDIATE CABLE,NOKIA,1,
C71304,CHA078 INTERMEDIATE CABLE,NOKIA,1,
C71305,CHA082 INTERMEDIATE CABLE,NOKIA,1,
C71306,CHA084 INTERMEDIATE CABLE,NOKIA,1,
C71307,CHA086 INTERMEDIATE CABLE,NOKIA,1,
C71308,CHA088 INTERMEDIATE CABLE,NOKIA,1,
C71309,CHA090 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71311,CHA092 INTERMEDIATE CABLE,NOKIA,1,
C71312,CHA094 INTERMEDIATE CABLE,NOKIA,1,
C71313,CHA096 INTERMEDIATE CABLE,NOKIA,1,
C71314,CHA098 INTERMEDIATE CABLE,NOKIA,1,
C71315,CHA100 INTERMEDIATE CABLE,NOKIA,1,
C71316,CHA102 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71317,CHA104 INTERMEDIATE CABLE,NOKIA,1,
C71318,CHA106 INTERMEDIATE CABLE,NOKIA,1,
C71319,CHA108 INTERMEDIATE CABLE,NOKIA,1,
C71321,CHA110 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71322,CHA112 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71324,CHA116 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71325,CHA118 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71326,CHA120 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71352,CHB013 INTERMEDIATE CABLE,NOKIA,1,
C71354,CHB015 INTERMEDIATE CABLE,NOKIA,1,
C71355,CHB016 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71356,CHB017 INTERMEDIATE CABLE,NOKIA,1,
C71357,CHB018 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71358,CHB019 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71359,CHB021 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71361,CHB022 INTERMEDIATE CABLE,NOKIA,1,
C71362,CHB023 INTERMEDIATE CABLE,NOKIA,1,
C71363,CHB024 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71364,CHB025 INTERMEDIATE CABLE,NOKIA,1,
C71365,CHB026 INTERMEDIATE CABLE,NOKIA,1,
C71366,CHB027 INTERMEDIATE CABLE,NOKIA,1,
C71367,CHB028 INTERMEDIATE CABLE,NOKIA,1,
C71368,CHB029 INTERMEDIATE CABLE,NOKIA,1,
C71369,CHB030 INTERMEDIATE CABLE,NOKIA,1,
C71371,CHB031 INTERMEDIATE CABLE,NOKIA,1,
C71372,CHB032 INTERMEDIATE CABLE,NOKIA,1,
C71373,CHB033 INTERMEDIATE CABLE,NOKIA,1,
C71376,CHB036 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71377,CHB037 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71379,CHB039 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71381,CHB041 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71382,CHB042 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71383,CHB043 INTERMEDIATE CABLE,NOKIA,1,
C71384,CHB044 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71386,CHB046 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71387,CHB048 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71388,CHB050 INTERMEDIATE CABLE,NOKIA,1,
C71389,CHB052 INTERMEDIATE CABLE,NOKIA,1,
C71391,CHB054 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71392,CHB056 INTERMEDIATE CABLE,NOKIA,1,
C71393,CHB058 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71394,CHB062 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71395,CHB064 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71396,CHB066 INTERMEDIATE CABLE,NOKIA,1,
C71397,CHB068 INTERMEDIATE CABLE,NOKIA,1,
C71398,CHB070 INTERMEDIATE CABLE,NOKIA,1,
C71399,CHB072 INTERMEDIATE CABLE,NOKIA,1,
C71401,CHB074 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71403,CHB078 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71404,CHB082 INTERMEDIATE CABLE,NOKIA,1,
C71405,CHB084 INTERMEDIATE CABLE,NOKIA,1,
C71406,CHB086 INTERMEDIATE CABLE,NOKIA,1,
C71407,CHB088 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71409,CHB092 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71411,CHB094 INTERMEDIATE CABLE,NOKIA,1,
C71412,CHB096 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71414,CHB100 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71417,CHB106 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71419,CHB110 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71421,CHB112 INTERMEDIATE CABLE,NOKIA,1,
C71423,CHB116 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71425,CHB120 INTERMEDIATE CABLE,NOKIA,1,
C71426,CHB122 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71428,CHB126 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71431,CHB130 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71436,CHC002 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71437,CHC003 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71438,CHC004 INTERMEDIATE CABLE,NOKIA,1,
C71439,CHC005 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71441,CHC006 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71442,CHC007 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71443,CHC008 INTERMEDIATE CABLE,NOKIA,1,
C71444,CHC009 INTERMEDIATE CABLE,NOKIA,1,
C71445,CHC010 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71446,CHC011 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71447,CHC012 INTERMEDIATE CABLE,NOKIA,1,
C71448,CHC013 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71449,CHC014 INTERMEDIATE CABLE,NOKIA,1,
C71451,CHC015 INTERMEDIATE CABLE,NOKIA,1,
C71452,CHC016 INTERMEDIATE CABLE,NOKIA,1,
C71453,CHC017 INTERMEDIATE CABLE,NOKIA,1,
C71454,CHC018 INTERMEDIATE CABLE,NOKIA,1,
C71455,CHC019 INTERMEDIATE CABLE,NOKIA,1,
C71456,CHC020 INTERMEDIATE CABLE,NOKIA,1,
C71457,CHC021 INTERMEDIATE CABLE,NOKIA,1,
C71458,CHC022 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71459,CHC023 INTERMEDIATE CABLE,NOKIA,1,
C71461,CHC024 INTERMEDIATE CABLE,NOKIA,1,
C71462,CHC025 INTERMEDIATE CABLE,NOKIA,1,
C71463,CHC026 INTERMEDIATE CABLE,NOKIA,1,
C71464,CHC027 INTERMEDIATE CABLE,NOKIA,1,
C71465,CHC028 INTERMEDIATE CABLE,NOKIA,1,
C71466,CHC029 INTERMEDIATE CABLE,NOKIA,1,
C71467,CHC031 INTERMEDIATE CABLE,NOKIA,1,
C71468,CHC034 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71469,CHC037 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71471,CHC040 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71472,CHC043 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71473,CHC046 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71474,CHC049 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71475,CHC052 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71476,CHC055 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71477,CHC058 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71478,CHC061 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71479,CHC064 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71481,CHC067 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71482,CHC070 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71483,CHC073 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71484,CHC076 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71485,CHC079 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71486,CHC082 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71487,CHC085 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71488,CHC088 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71489,CHC091 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71491,CHC094 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71492,CHD010 INTERMEDIATE CABLE,NOKIA,1,
C71493,CHD011 INTERMEDIATE CABLE,NOKIA,1,
C71496,CHD014 INTERMEDIATE CABLE,NOKIA,1,
C71497,CHD015 INTERMEDIATE CABLE,NOKIA,1,
C71498,CHD016 INTERMEDIATE CABLE,NOKIA,1,
C71499,CHD017 INTERMEDIATE CABLE,NOKIA,1,
C71502,CHD019 INTERMEDIATE CABLE,NOKIA,1,
C71503,CHD020 INTERMEDIATE CABLE,NOKIA,1,
C71505,CHD022 INTERMEDIATE CABLE,NOKIA,1,
C71508,CHE007 INTERMEDIATE CABLE,,1,
C71509,CHE008 INTERMEDIATE CABLE,,1,
C71511,CHE009 INTERMEDIATE CABLE,NOKIA,1,
C71512,CHE010 INTERMEDIATE CABLE,NOKIA,1,
C71513,CHE011 INTERMEDIATE CABLE,NOKIA,1,
C71514,CHE012 INTERMEDIATE CABLE,,1,
C71515,CHE013 INTERMEDIATE CABLE,,1,
C71516,CHE014 INTERMEDIATE CABLE,NOKIA,1,
C71517,CHE015 INTERMEDIATE CABLE,NOKIA,1,
C71518,CHE016 INTERMEDIATE CABLE,NOKIA,1,
C71519,CHE017 INTERMEDIATE CABLE,,1,
C71521,CHE018 INTERMEDIATE CABLE,,1,
C71522,CHE019 INTERMEDIATE CABLE,,1,
C71523,CHE020 INTERMEDIATE CABLE,,1,
C71524,CHE021 INTERMEDIATE CABLE,,1,
C71525,CHE022 INTERMEDIATE CABLE,,1,
C71526,CHE023 INTERMEDIATE CABLE,,1,
C71527,CHE024 INTERMEDIATE CABLE,NOKIA,1,
C71528,CHE026 INTERMEDIATE CABLE,NOKIA,1,
C71529,CHE027 INTERMEDIATE CABLE,,1,
C71531,CHE028 INTERMEDIATE CABLE,NOKIA,1,
C71532,CHE029 INTERMEDIATE CABLE,NOKIA,1,
C71533,CHE030 INTERMEDIATE CABLE,NOKIA,1,
C71534,CHE031 INTERMEDIATE CABLE,NOKIA,1,
C71535,CHE032 INTERMEDIATE CABLE,NOKIA,1,
C71536,CHE033 INTERMEDIATE CABLE,NOKIA,1,
C71537,CHE034 INTERMEDIATE CABLE,NOKIA,1,
C71538,CHE035 INTERMEDIATE CABLE,NOKIA,1,
C71539,CHE036 INTERMEDIATE CABLE,NOKIA,1,
C71544,CHE040 INTERMEDIATE CABLE,NOKIA,1,
C71548,CHE044 INTERMEDIATE CABLE,NOKIA,1,
C71550,CPRS CONNECTOR PANEL FOR RS-232,,1,
C71560,CPETS CONNECTOR PANEL FOR ET RJ45,NOKIA,1,
C71570,CPX25 CONNECTOR PANEL FOR X25 INTERFACES,,1,
C71580,CPEA CONNECTOR PANEL FOR EXTERNAL ALARMS,NOKIA,0,
C71602,CHF007 INTERMEDIATE CABLE,,1,
C71603,CHF008 INTERMEDIATE CABLE,,1,
C71604,CHF009 INTERMEDIATE CABLE,,1,
C71605,CHF010 INTERMEDIATE CABLE,,1,
C71606,CHF011 INTERMEDIATE CABLE,,1,
C71607,CHF012 INTERMEDIATE CABLE,,1,
C71608,CHF013 INTERMEDIATE CABLE,,1,
C71609,CHF014 INTERMEDIATE CABLE,,1,
C71611,CHF015 INTERMEDIATE CABLE,,1,
C71612,CHF016 INTERMEDIATE CABLE,,1,
C71613,CHF017 INTERMEDIATE CABLE,,1,
C71614,CHF018 INTERMEDIATE CABLE,,1,
C71615,CHF019 INTERMEDIATE CABLE,,1,
C71616,CHF020 INTERMEDIATE CABLE,,1,
C71617,CHF021 INTERMEDIATE CABLE,,1,
C71618,CHF022 INTERMEDIATE CABLE,,1,
C71619,CHF023 INTERMEDIATE CABLE,,1,
C71621,CHF024 INTERMEDIATE CABLE,,1,
C71622,CHF026 INTERMEDIATE CABLE,,1,
C71623,CHF027 INTERMEDIATE CABLE,NOKIA,1,
C71624,CHF028 INTERMEDIATE CABLE,NOKIA,1,
C71625,CHF029 INTERMEDIATE CABLE,NOKIA,1,
C71626,CHF030 INTERMEDIATE CABLE,NOKIA,1,
C71627,CHF031 INTERMEDIATE CABLE,NOKIA,1,
C71628,CHF032 INTERMEDIATE CABLE,NOKIA,1,
C71629,CHF033 INTERMEDIATE CABLE,NOKIA,1,
C71630,CPLAN Connector Panel for LAN Interfaces,,1,
C71631,CHF034 INTERMEDIATE CABLE,NOKIA,1,
C71634,CHF037 INTERMEDIATE CABLE,NOKIA,1,
C71637,CHF040 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71650,MS128M SDRAM MEMORY MODULE 128 MB,,1,
C71680,CP6LX CENTRAL PROCESSING UNIT,NOKIA,1,
C71700,TBUF TIMING BUFFER,,1,
C71702,CHG37C INTERMEDIATE CABLE,DX 200 CABLES,1,
C71705,CHG40C Intermediate Cable,,1,
C71707,CHG007 INTERMEDIATE CABLE,,1,
C71713,CHG016 INTERMEDIATE CABLE,,1,
C71714,CHG018 INTERMEDIATE CABLE,,1,
C71715,CFI150 INTERMEDIATE CABLE,NOKIA,1,
C71718,CPP030 INTERMEDIATE CABLE,NOKIA,1,
C71730,ME64M MEMORY MODULE EDO-DRAM,,1,
C71732,CHI008 INTERMEDIATE CABLE,NOKIA,1,
C71735,CHI011 INTERMEDIATE CABLE,NOKIA,1,
C71737,CHI015 INTERMEDIATE CABLE,NOKIA,1,
C71738,CHI017 INTERMEDIATE CABLE,NOKIA,1,
C71739,CHI019 INTERMEDIATE CABLE,NOKIA,1,
C71740,ICC INTER-ROW CABLE CONDUIT FOR INDOOR C,NOKIA,1,
C71741,CHI021 INTERMEDIATE CABLE,NOKIA,1,
C71742,CHI023 INTERMEDIATE CABLE,NOKIA,1,
C71746,CHJ009 INTERMEDIATE CABLE,NOKIA,1,
C71750,CPETC CONNECTOR PANEL FOR ET 75 COAX,NOKIA,1,
C71751,CHJ015 INTERMEDIATE CABLE,NOKIA,1,
C71754,CHJ021 INTERMEDIATE CABLE,NOKIA,1,
C71755,CHJ023 INTERMEDIATE CABLE,NOKIA,1,
C71760,CPBP CONNECTOR PANEL BLANK,,1,
C71770,HDAD2-A HARD DISK ADAPTER,,1,
C71788,CGC070 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71790,IOCP-A CENTRAL PROCESSING UNIT FOR I/O P,,1,
C71791,CFI021 INTERMEDIATE CABLE,NOKIA,1,
C71804,CGB004 INTERMEDIATE CABLE,NOKIA,1,
C71814,CKBC002 Intermediate Cable,,1,
C71816,CKBC010 Intermediate Cable,,1,
C71822,CGB020 INTERMEDIATE CABLE,NOKIA,1,
C71823,CGB025 INTERMEDIATE CABLE,NOKIA,1,
C71824,CGB032 INTERMEDIATE CABLE,NOKIA,1,
C71825,CGB040 INTERMEDIATE CABLE,NOKIA,1,
C71826,CGB045 INTERMEDIATE CABLE,NOKIA,1,
C71827,CKBC200 Intermediate Cable,,1,
C71863,CJA005 INTERMEDIATE CABLE,NOKIA,1,
C71865,CJC32C Intermediate Cable,,1,
C71867,CJC010 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71868,CJD32C INTERMEDIATE CABLE,DX 200 CABLES,1,
C71876,CFI037 INTERMEDIATE CABLE,NOKIA,1,
C71877,CGB017 INTERMEDIATE CABLE,NOKIA,1,
C71930,CDAD-A COMPACT DISK ADAPTER,NOKIA,0,
C71962,CJD010 INTERMEDIATE CABLE,DX 200 CABLES,1,
C71978,CFZ024C Intermediate Cable,,1,
C71989,CGB024 INTERMEDIATE CABLE,NOKIA,1,
C71997,CVKP007 POWER SUPPLY CABLE,NOKIA,1,
C71998,CGB015 INTERMEDIATE CABLE,NOKIA,1,
C71999,CHI012 INTERMEDIATE CABLE,NOKIA,1,
C72001,CHJ012 INTERMEDIATE CABLE,NOKIA,1,
C72002,CEC043 INTERMEDIATE CABLE,NOKIA,1,
C72003,CEC073 INTERMEDIATE CABLE,NOKIA,1,
C72004,CHA047 INTERMEDIATE CABLE,NOKIA,1,
C72005,CHA049 INTERMEDIATE CABLE,NOKIA,1,
C72006,CHA051 INTERMEDIATE CABLE,NOKIA,1,
C72007,CHA053 INTERMEDIATE CABLE,NOKIA,1,
C72008,CHA055 INTERMEDIATE CABLE,NOKIA,1,
C72009,CHA057 INTERMEDIATE CABLE,NOKIA,1,
C72010,CHA059 INTERMEDIATE CABLE,NOKIA,1,
C72011,CHA061 INTERMEDIATE CABLE,NOKIA,1,
C72012,CHA063 INTERMEDIATE CABLE,NOKIA,1,
C72013,CHA065 INTERMEDIATE CABLE,NOKIA,1,
C72014,CHA067 INTERMEDIATE CABLE,NOKIA,1,
C72015,CHA069 INTERMEDIATE CABLE,NOKIA,1,
